章节或编码,中文名称
XE319,店铺或商店
XE058,咖啡馆或快餐店
XE543,商业停车场
XE58T,办公楼
XE0ZP,静水区域
XE17F,河川
XE93X,大面积的水
XE5TX,沼泽或湿地
XE010,海滩、海岸或水体的岸边
XE6AV,森林
XE601,沙漠
XE2XM,建筑物或场地的一部分：浴室、卫生间
XE4XM,建筑物或场地的一部分：厨房
XE1M5,建筑物或场地的一部分：客厅
XE8RZ,建筑物或场地的一部分：卧室
XE45Z,建筑物或场地的一部分：游戏室或家庭房
XE051,建筑物或场地的一部分：办公室或家庭办公室
XE115,建筑物或场地的一部分：教室
XE70Z,建筑物或场地的一部分：食堂或自助餐厅
XE4U5,建筑物或场地的一部分：阳台
XE2NQ,建筑物或场地的一部分：楼梯
XE9L8,建筑物或场地的一部分：电梯
XE6ZJ,建筑物或场地的一部分：走廊
XE3R6,建筑物或场地的一部分：大厅
XE3DE,建筑物或场地的一部分：花园或院子
XE2Q4,建筑物或场地的一部分：车库
XE65J,建筑物或场地的一部分：车道
XE4PW,建筑物或场地的一部分：游泳池
XE7DE,建筑物或场地的一部分：网球场
XE9DN,建筑物或场地的一部分：其他特指的运动设施
XE8SG,建筑物或场地的一部分：操场
XE5RE,建筑物或场地的一部分：私人道路
XE5MW,建筑物或场地的一部分：私人停车区
XE6ZY,建筑物或场地的一部分：其他特指的建筑物或场地的室内部分
XE06N,建筑物或场地的一部分：其他特指的建筑物或场地的室外部分
XE38Y,由人拉或推的运输车辆
XE94Q,脚踏车
XE0ZZ,被骑的动物
XE1CF,畜力车
XE0TY,摩托车
XE9N6,摩托自行车或小型摩托车
XE9AX,三轮摩托车或小型摩托车
XE50Z,客车
XE4BF,轻型卡车、运动型多功能车（SUV）、多功能运载车、四驱车、吉普车、皮卡
XE6DC,小型巴士
XE60G,公共汽车、长途汽车
XE8XB,牵引式拖车、铰接式卡车、18轮大卡车、重型铰接式卡车
XE5A8,重型货车，不可归类在他处者
XE5KW,拖车或运马拖车
XE40X,（市内有轨）电车、有轨电车或电车
XE9Q3,火车
XE3P6,缆索、单轨或其他类似的轨道车辆
XE954,车门，不可归类在他处者
XE226,车辆安全带、展开的安全气囊
XE8UK,轮胎或电池（附加或独立的）
XE8CT,车窗或挡风玻璃
XE1LF,车辆内部
XE5D5,车辆发动机
XE8KJ,缆车、椅式滑雪缆车或贡多拉滑雪缆车
XE8C8,机动轮椅
XE4D7,儿童小型机动车
XE3FP,房车
XE9HQ,骑乘式割草机
XE0S2,拖拉机
XE0YP,收割机
XE7SF,螺旋钻，匙形取土器
XE0LF,由拖拉机牵引或驱动的设备，不可归类在他处者
XE21P,叉车或升降运送车
XE8TB,移动式起重机
XE6VY,电动机场客运车辆
XE13Q,木材车
XE6B4,矿场的运煤车
XE1BG,矿场或采石场的有轨电车、卡车或矿车
XE4MS,推土机
XE69J,前端装载机，推土机
XE6XP,挖掘机、机械铲
XE3GR,压路机
XE80A,救护车
XE5BQ,消防车
XE387,赛车
XE2LT,机动雪橇、滑雪车
XE6R9,专用的全地形车辆或越野车辆
XE7NQ,商船、货船或油轮
XE3HS,客船、客轮或远洋班轮
XE801,渔船、拖网渔船
XE69F,用于在封闭水域（如小湖小河）短途旅行的渡轮
XE3WZ,机动游艇、摩托艇、机动艇或个人动力水艇
XE304,船屋
XE5ZR,气垫船
XE3PW,汽船
XE4UQ,潜水艇或相关船舶
XE9SF,帆船、非动力型游艇
XE8BZ,独木舟、皮划艇或划桨船
XE3CC,波浪板、冲浪板或滑雪桨
XE3LU,帆板
XE5G3,（动力型或非动力型）船舶的部件
XE4LN,直升飞机
XE8RL,飞艇、软式汽艇
XE0WR,超轻动力飞行器
XE7MP,有固定机翼的私人飞机事故
XE7FK,有固定机翼的商用飞机
XE6FD,有固定机翼的军用飞机
XE346,航天器
XE96T,非动力型乘客气球
XE627,降落伞
XE3VU,悬挂式滑翔机
XE2KU,滑翔机
XE79E,（动力或非动力）飞行器部件
XE86G,双层床
XE7QQ,特种床，骨科病床，或担架
XE27V,吊床
XE0TM,床垫、床席
XE2DR,其他特指的床
XE6R1,枕头、靠垫
XE38G,床栏
XE33K,软垫椅、沙发、睡椅、躺椅、长沙发椅
XE853,硬椅、睡椅、长凳
XE5NL,摇椅
XE1NC,折叠椅
XE7FS,转椅
XE484,凳子
XE61B,坐厕椅
XE002,文件架、书架
XE3BY,橱柜、边板、斗柜、高脚柜、梳妆台
XE1DK,餐厅/厨房餐桌、厨房工作台
XE6E5,咖啡桌
XE2C9,床头柜、茶几
XE2AM,桌子、工作台
XE3TY,电视柜、架子、橱柜
XE6EN,折叠桌
XE4B1,房间隔断
XE3WK,地毯、垫子、松软的地毯
XE003,帷帐、窗帘
XE92A,卷帘或软百叶帘或室内百叶窗  
XE3EA,窗帘五金
XE962,镜子或镜面玻璃
XE05Q,肖像、图画、画框或其他壁挂或类似装饰
XE1FR,圣诞树
XE4CE,节日装饰品
XE0CS,婴儿车、童车、手推童车
XE4JE,婴儿学步车
XE8U9,婴儿健身器、跳跳椅、或便携式秋千（家用）
XE39K,高椅、辅助软坐垫
XE52H,婴儿或儿童汽车座椅
XE9MB,儿童坐便器、学坐椅
XE8RG,小床、婴儿床
XE5QK,游戏围栏
XE12N,婴儿门栏或栅栏
XE34A,婴儿背带（背包型）
XE8HU,脚踏式婴儿车
XE8VC,婴儿浴盆或折叠式浴盆
XE49V,婴儿或儿童尿布台
XE9R1,婴儿或儿童安抚奶嘴
XE1JQ,婴儿奶瓶或奶嘴
XE7HA,尿布
XE5E9,尿布扣
XE0GX,三轮车（儿童）或其他乘骑玩具
XE959,玩具车
XE93L,玩具枪或相关配件
XE8ZY,其他玩具武器或弹射玩具
XE1DG,玩具-艺术、工艺或装备
XE9DY,棋盘游戏或配件或棋子
XE887,玩具体育器材
XE1HM,一般的球，除外运动特定的球
XE5FF,婴儿或儿童产品，飞行玩具
XE30M,婴儿或儿童产品，玩偶，玩偶配件或零件，毛绒玩具
XE5E1,婴儿或儿童产品，玩具气球
XE4HX,婴儿或儿童产品，充气玩具
XE2KV,婴儿或儿童产品，弹珠，珠子
XE1X0,婴儿或儿童产品，玩耍帐篷，隧道，或其他围栏
XE7UT,婴儿或儿童产品，玩具盒子或箱子
XE7YQ,树屋、游戏间
XE8H2,游乐设施，缆道
XE27W,乐设施，单杠
XE8K7,其他游乐场攀爬装置
XE0R1,游乐设施，滑梯
XE5W3,游乐设施，秋千
XE9AU,游乐设施，跷跷板
XE59P,电动游乐设施
XE3WY,电热水壶
XE3FW,电煎锅、炸锅
XE03R,电动面包机
XE6DV,食品加工机、搅拌机、榨汁机
XE02T,动力刀
XE5LB,电烤箱
XE7D9,微波炉
XE6PT,炉、烤箱、灶具
XE464,加压煤油/石蜡炉灶
XE0U0,煤炉锅
XE6A4,烧烤、户外炊具或烤架、户外泥炉
XE0U1,洗碗机
XE3JZ,冰箱、冷冻库
XE4FB,洗衣机
XE0Y0,干衣机
XE2VW,熨斗、熨衣机
XE06L,晾衣绳、晾衣架
XE9H2,清洁工具（非动力）
XE5PE,真空吸尘器
XE7Z3,动力清洁工具，不可归类在他处者
XE3QJ,独立式气体、汽油或煤油灯
XE926,电灯
XE5GA,其他特指的灯或其组件
XE1D7,电池供电的手电筒
XE01B,蜡烛、烛台
XE5VR,风扇
XE1ZZ,电暖气或煤气供暖器
XE0KQ,煤油加热器
XE0PW,缝纫机
XE204,剪刀
XE8D1,针
XE6SR,电视机
XE1PK,录像机、解码播放器
XE5Y8,摄影机、照相机、数码照相机或附件
XE59W,音响设备
XE2MS,家用电器电线、延长线
XE7VX,非电水壶
XE8WH,刀，不可归类在他处者
XE9LY,烹饪锅、蒸煮锅
XE50Y,高压锅
XE5CG,餐具、食物制作器具
XE532,用玻璃或瓷等制成的水杯
XE9Q8,由玻璃或瓷等制成的盘、碗、碟
XE6LK,玻璃瓶或玻璃罐
XE5G7,由塑料、木材或粘土制成的容器
XE383,桶
XE1GJ,罐头容器、锡罐
XE5N6,盛放食物或饮料的盒子或纸箱
XE8JZ,杂货或购物车
XE3SR,垃圾箱、垃圾桶、倾倒式垃圾桶
XE0GP,重箱、箱子、包裹，不可归类在他处者
XE80G,袋子，不可归类在他处者
XE42F,腰带、背带、吊带、饰带
XE06P,纽扣
XE8H8,其他特指的衣服扣
XE1KG,鞋、凉鞋、拖鞋、靴子
XE0MQ,鞋带、鞋扣
XE6A6,衬衫、T恤、裤子、休闲裤、夹克、外套、外衣
XE4AP,睡衣、内衣
XE79Y,手表、珠宝
XE7FF,电吹风、卷发棒、卷发器
XE2CA,梳子、发刷
XE22C,剃须刀、剃须刀片
XE39S,电动剃须刀
XE1RS,电动牙刷
XE88G,其他牙刷
XE5U0,接触镜清洗剂
XE5CY,口腔护理产品
XE94F,棉签
XE1H5,肥皂
XE1B1,除臭剂
XE5DV,香水、古龙水
XE8PE,染发剂准备
XE1T3,脱毛准备、脱毛剂
XE8EH,其他护发产品
XE3EV,指甲油或洗甲水
XE7DF,身体乳或面霜
XE8W8,身体粉、滑石粉
XE79N,化妆品，不可归类在他处者
XE8NY,防晒产品、自晒产品
XE4KX,精油、芳香疗法中使用的油
XE2A3,电话、移动电话、手机
XE9K5,个人计算机或相关配件
XE38S,传真机和其他相关设备
XE5V8,打字机改正液
XE38A,钢笔、铅笔
XE1RG,其他文具用品
XE0NW,艺术家画作
XE2EN,粉笔、蜡笔
XE6E6,釉料
XE8ZP,油画布
XE5EM,护目镜
XE293,轮椅
XE90Y,手杖、步行器、助行架
XE5W4,义体
XE6ZS,橡胶浴缸垫
XE01N,香烟、雪茄、烟斗
XE4U8,打火机、火柴
XE0Q7,戒烟用具
XE1NP,汽化器、加湿器
XE1PV,油燃烧器
XE7S6,避孕套或其他避孕装置
XE9GS,性用具
XE030,闹钟、时钟
XE9R0,伞
XE3T5,硬币
XE6N6,手持风扇
XE9X9,软球
XE7M5,冰球、硬式棒球
XE3H8,长矛、标枪，不可归类在他处者
XE9CT,弓、箭（弓和箭）、弩箭（弩），不可归类在他处者
XE557,其他特指的运动发射
XE23P,球棒、曲棍球棒
XE9MP,球拍
XE1HX,冰镐
XE2EM,运动或锻炼用网
XE9R3,橄榄球杆、网杆、门桩
XE6HE,运动或锻炼用蹦床
XE8C0,体操器材
XE76Q,运动或锻炼用运动垫
XE9TW,跳板、跳台
XE1EH,可移动运动、健身器材
XE6G9,固定运动、健身器材
XE38Q,旱冰鞋、单排轮滑鞋
XE7TJ,滑板
XE06X,折叠滑板车
XE9XZ,滑水橇
XE5W5,滑雪撬
XE6DZ,滑雪板
XE2AY,溜冰鞋
XE0AR,雪橇、平底雪橇、滑雪盘、滑雪胎
XE1WX,水中呼吸器
XE85D,配重潜水带
XE8X8,潜水服
XE3NW,面镜、脚蹼、呼吸管
XE92X,专为运动设计的个人防护装备
XE43P,切割（切片）机或固定厂房设备
XE0VT,破碎（压力）机或固定厂房设备
XE1WC,加热（冷却）机或固定厂房设备
XE76C,制冷机或固定厂房设备
XE14G,升降机
XE77A,小型起重机
XE3BT,起重机或固定厂房设备
XE9U1,高架工作平台
XE6T6,输送机
XE99N,干线-气、水、下水道系统、蒸汽、热水、电
XE8FD,剪羊毛机
XE6VH,乳品加工设备或牛奶加工设备
XE6AF,印刷机
XE0JX,垃圾压紧器
XE02Q,脱粒机
XE8KN,铡草机、饲料切碎机
XE88U,钻
XE8MJ,链锯
XE66P,其他动力锯
XE0TD,焊机、焊接设备
XE3E3,射钉枪、柱螺栓传动轮
XE3UP,研磨机、缓冲器、抛光机、磨沙机
XE8T6,动力园艺工具
XE89A,动力手推式割草机
XE0N1,工业用真空清洁器
XE8P1,手推剪草机（非动力）
XE0VV,锤
XE56E,砍砸器
XE9CU,切削刀具
XE9GT,挖掘或耕作工具
XE3KL,起重工具
XE7VR,钉子、螺丝钉、大头钉
XE3W7,工作相关活动使用的鱼钩
XE8KL,工作相关活动使用的捕鼠器
XE5VQ,高压气瓶
XE974,加压软管
XE9P7,阶梯、可移动梯级
XE7RK,脚手架
XE5F6,头盔
XE67K,耳塞
XE2PS,电焊面罩
XE7RJ,个人防护装置（PPE），不可归类在他处者
XE7HB,灭火器
XE505,机械动力传动装置
XE3KV,设计为武器的长矛、标枪
XE9PM,设计为武器的箭或弩
XE174,设计为武器的刀
XE598,剑、匕首、刺刀、砍刀、短刀、短剑
XE4KC,子弹
XE72J,手枪
XE0Q9,步枪
XE32H,猎枪
XE6YZ,气枪
XE61H,棍棒、棒子
XE9F9,电棒、电枪
XE203,辣椒喷雾
XE9CV,树、庄稼
XE2ZX,树叶、花
XE4DN,蘑菇、伞菌、菌类
XE8XA,植物种子
XE4KB,植物果实
XE8SV,植物刺
XE50M,树枝或枝条（区分于树、庄稼）
XE2PR,有毒植物，不可归类在他处者
XE99A,鸵鸟、鸸鹋
XE69N,鹦鹉、长尾小鹦鹉、凤头鹦鹉
XE1Q3,乌鸦、喜鹊
XE4D9,蜜蜂
XE6LT,黄蜂
XE322,大胡蜂
XE4YS,蚂蚁
XE75L,蜘蛛
XE2EP,蝎子
XE779,蜱
XE11M,蜈蚣、千足虫
XE33Q,狗
XE4V0,猫
XE8X3,大鼠、豚鼠、小鼠
XE3UD,猪、野猪
XE25P,绵羊、山羊
XE257,奶牛、公牛、牛科动物
XE5VC,马、矮种马、驴
XE7NS,狒狒、猴子、黑猩猩、大猩猩
XE4TZ,有袋类动物
XE1MH,鹿、驼鹿、羚羊、斑马、牛羚
XE37L,河马
XE82S,狮子、美洲狮、美洲豹、黑豹、山狮、老虎
XE7UA,熊、灰熊、北极熊
XE2Q6,象
XE96F,水牛、野牛、非洲水牛
XE765,鲨鱼
XE71F,其他鱼类
XE48L,海蛇
XE3UQ,海洋哺乳动物
XE8BW,水母
XE75E,珊瑚
XE6ZA,海胆
XE45C,海葵
XE43L,海参
XE44L,无毒的蛇
XE9X2,眼镜蛇
XE5N3,枪头洞蛇
XE2RM,响尾蛇
XE8LD,蝰蛇
XE2UZ,金环蛇
XE11V,蛇，未特指是否有毒
XE65X,大毒蜥
XE4YK,青蛙、蟾蜍
XE4FD,鳄鱼、短吻鳄
XE70B,人，自身
XE0TZ,人群
XE766,抽水马桶
XE429,坑厕
XE2C6,浴缸
XE31Q,淋浴
XE8P0,订做柜台、柜台面、厨房台面
XE68A,门、门槛
XE4YT,玻璃门
XE4NX,防盗门、铰链阀
XE6FE,（防盗）窗户栏杆
XE4BD,窗
XE5B1,外部百叶窗
XE0SK,铺地毯的地面
XE19Z,瓷砖、砖、混凝土地面
XE6M6,木地板
XE6ZE,泥、粘土、动物粪便的地面
XE19W,壁炉
XE1B2,嵌入式烧烤架
XE0WS,砖、混凝土、瓷砖墙
XE7CH,木质墙
XE3GJ,泥、粘土、动物粪便墙
XE39L,地埋式泳池
XE4PB,地上游泳池、室外温泉或热水浴缸
XE7FP,栅栏、大门
XE9QW,移动坡道、自动扶梯
XE8PC,电梯、升降机
XE3HC,楼梯、台阶
XE2VG,扶手、栏杆
XE6T1,建筑物内部或周边输电线路
XE7UU,气体、蒸汽、热水的设备或管道
XE871,电气设备
XE9HH,管道空调机组或相关配件
XE1AK,悬崖
XE94G,斜坡
XE3EC,沟渠、壕沟、坑
XE5Y0,下水道格栅
XE2G4,明渠
XE9TJ,水体，人工井、地下水井
XE40U,水体，贮水池
XE64D,水体，水坑
XE285,水体，大坝、湖
XE1CZ,水体，河、溪流
XE57J,水体，沼泽、湿地、海湾
XE636,水体，海滩、海岸
XE5N4,水体，公海
XE45P,坡面，不可归类在他处者
XE9CC,平面，不可归类在他处者
XE1DA,粗糙面，不可归类在他处者
XE3LV,雪、冰
XE233,天然草皮
XE83R,岩石、石头，不可归类在他处者
XE2JN,木头-木材、木板、木片，不可归类在他处者
XE9D4,砾石、土壤、沙子，不可归类在他处者
XE36E,干草、稻草
XE410,散装谷物
XE59G,人造草皮
XE7CA,沥青、柏油
XE6MG,砖、混凝土、混凝土砌块
XE983,熔融金属
XE1FP,金属-片、部分、块等
XE1LM,瓷器、陶器-片、部分、块等
XE57U,熔融玻璃
XE4KU,玻璃-片、块、碎片等
XE7K4,塑料
XE63Q,纸、硬纸板等
XE16B,未在他处提及的材料
XE7PM,燃烧的油
XE73M,其他燃烧的液体
XE3K6,燃烧的气体，不可归类在他处者
XE27S,房屋或建筑结构内的控制性火或火焰
XE7W8,房屋或建筑结构外的控制性火或火焰
XE87S,房屋或建筑结构内的无控制性火或火焰
XE7V9,房屋或建筑结构外的无控制性火或火焰
XE4F3,烟导致的损伤
XE396,热自来水
XE4WG,沸腾的水（除外自来水）
XE77R,蒸气、热蒸气
XE5VU,热食用油或脂肪
XE3KH,热固体食物
XE36T,热饮
XE3VM,冷固体食物
XE6SF,非酒精性冷饮
XE186,酒精性饮料
XE8YS,手铐
XE6KX,消防栓
XE0MT,电话线杆
XE35R,高压架空电力线路
XE14D,帐篷
XE4H9,绳索、线或麻绳
XE3U7,有刺铁丝
XE1PL,其他线材
XE18Y,链
XE6KQ,烟火
XE59Q,爆炸物
XE2JA,高压喷嘴
XE5DQ,激光和设备
XE9AP,激光指示器
XE6UH,尖锐物体，不可归类在他处者
XE9GE,钝器，不可归类在他处者
XE98K,发动机，不可归类在他处者
XE8AE,干电池
XE8H0,圆盘电池
XE72W,电池，不可归类在他处者
XE146,动物笼子
XE12Z,胃内容物
XE8FT,排泄物（人或动物）
XE08P,血液、尸体、身体、骨头，不可归类在他处者（人或动物）
XE2DW,塑料袋
XE2AU,垃圾
XE2VX,环境污染物，不可归类在他处者
XE6QS,不用于治疗的医疗或外科手术设备
XE47R,饮酒，无可获得的信息
XE08X,饮酒，损伤事件中无任何人饮酒的怀疑或无相关证据
XE1G3,饮酒，怀疑受伤人员饮酒或有相关证据
XE15H,饮酒，怀疑损伤事件中其他人员饮酒或有相关证据
XE3JF,饮酒，怀疑损伤事件中受伤人员或其他人员饮酒或有相关证据
XE43G,精神活性药物的使用，无可获得的信息
XE5TU,精神活性药物的使用，损伤事件中无任何人使用精神活性药物的怀疑或无相关证据
XE5VY,精神活性药物的使用，怀疑受伤人员使用精神活性药物或有相关证据
XE8GW,精神活性药物的使用，怀疑损伤事件中其他人员使用精神活性药物或有相关证据
XE28E,精神活性药物的使用，怀疑损伤事件中受伤人员或其他人员使用精神活性药物或有相关证据
XE645,步行者在运输相关事件中受伤
XE0HE,在事故发生时站立、行走或跑步的步行者
XE0TE,电动踏板车作为运输相关事件中受害者的运输方式
XE80N,电动轮椅作为运输相关事件中受害者的运输方式
XE08H,溜冰鞋作为运输相关事件中受害者的运输方式
XE0FX,滑雪板作为运输相关事件中受害者的运输方式
XE3JS,冲浪式滑雪板作为运输相关事件中受害者的运输方式
XE036,雪橇作为运输相关事件中受害者的运输方式
XE96G,滑板作为运输相关事件中受害者的运输方式
XE2PW,轮滑鞋作为运输相关事件中受害者的运输方式
XE4HS,踏板车作为运输相关事件中受害者的运输方式
XE7RL,婴儿车作为运输相关事件中受害者的运输方式
XE1BH,摇篮车作为运输相关事件中受害者的运输方式
XE9SV,折叠式婴儿车作为运输相关事件中受害者的运输方式
XE7KT,童车作为运输相关事件中受害者的运输方式
XE2BW,脚踏车挂车或车斗作为运输相关事件中受害者的运输方式
XE6R4,人力三轮车或脚踏三轮车作为运输相关事件中受害者的运输方式
XE2J1,助力车作为运输相关事件中受害者的运输方式
XE39A,弯梁摩托车作为运输相关事件中受害者的运输方式
XE9BU,小型摩托车作为运输相关事件中受害者的运输方式
XE9RC,电动自行车作为运输相关事件中受害者的运输方式
XE1ZG,Ag自行车作为运输相关事件中受害者的运输方式
XE0V3,四驱越野车作为运输相关事件中受害者的运输方式
XE2TP,运动和休闲活动中使用的四轮或多轮轻型运输车作为运输相关事件中受害者的运输方式
XE9K7,微型车作为运输相关事件中受害者的运输方式
XE62M,小汽车作为运输相关事件中受害者的运输方式
XE85J,旅行车作为运输相关事件中受害者的运输方式
XE7LL,小型货车作为运输相关事件中受害者的运输方式
XE1CK,吉普车作为运输相关事件中受害者的运输方式
XE5X0,运动型多用途车作为运输相关事件中受害者的运输方式
XE2RA,公共汽车或长途汽车作为运输相关事件中受害者的运输方式
XE6PF,小型公共汽车或客车作为运输相关事件中受害者的运输方式
XE165,轻运货车、货车或厢式作业车、救护车、移动居住车作为运输相关事件中受害者的运输方式
XE10A,卡车、运货汽车和其他重型货车作为运输相关事件中受害者的运输方式
XE1VN,消防泵车作为运输相关事件中受害者的运输方式
XE7XM,装配或未装配半挂拖车的公路牵引车作为运输相关事件中受害者的运输方式
XE5ET,装配拖车的卡车作为运输相关事件中受害者的运输方式
XE41E,有轨电车或电车作为运输相关事件中受害者的运输方式
XE8DK,三轮摩托车作为运输相关事件中受害者的运输方式
XE1DF,摩托出租车作为运输相关事件中受害者的运输方式
XE4SA,机动三轮车作为运输相关事件中受害者的运输方式
XE3WV,自走式农业机械作为运输相关事件中受害者的运输方式
XE3QK,收割机作为运输相关事件中受害者的运输方式
XE872,农用拖拉机作为运输相关事件中受害者的运输方式
XE31K,叉车作为运输相关事件中受害者的运输方式
XE312,专用建筑车辆作为运输相关事件中受害者的运输方式
XE63N,机动雪橇作为运输相关事件中受害者的运输方式
XE5U7,陆地或沼泽上行驶的气垫船作为运输相关事件中受害者的运输方式
XE4MT,水陆两用车作为运输相关事件中受害者的运输方式
XE3SA,四轮摩托车作为运输相关事件中受害者的运输方式
XE1ZJ,马作为运输相关事件中受害者的运输方式
XE4ZZ,畜力车作为运输相关事件中受害者的运输方式
XE1KN,火车作为运输相关事件中受害者的运输方式
XE3NY,缆车或单轨电车作为运输相关事件中受害者的运输方式
XE4FF,潜水艇作为运输相关事件中受害者的运输方式
XE3QY,商船作为运输相关事件中受害者的运输方式
XE9YQ,客船作为运输相关事件中受害者的运输方式
XE9PA,渔船或拖网渔船作为运输相关事件中受害者的运输方式
XE0L4,帆船或无动力游艇作为运输相关事件中受害者的运输方式
XE4AK,水体中或水体上的气垫船或水陆两用车作为运输相关事件中受害者的运输方式
XE5WL,其他特指的动力或机动船只作为运输相关事件中受害者的运输方式
XE36L,其他特指的非动力船只作为运输相关事件中受害者的运输方式
XE3J3,气球和其他轻于空气的装置作为运输相关事件中受害者的运输方式
XE2UU,动力飞机作为运输相关事件中受害者的运输方式
XE6SQ,非动力飞作为运输相关事件中受害者的运输方式
XE4VS,受损飞机降落伞作为运输相关事件中受害者的运输方式
XE08L,未受损飞机降落伞作为运输相关事件中受害者的运输方式
XE33H,滑翔机作为运输相关事件中受害者的运输方式
XE48X,直升机作为运输相关事件中受害者的运输方式
XE82G,设计用于攀登或着陆在地球或其他物体表面的装置或装置的某些部分作为运输相关事件中受害者的运输方式
XE8ZW,汽车驾驶员在运输相关事件中受伤
XE65U,骑乘、操作或控制摩托车或脚踏车的人
XE3WH,负责使处于自动控制或部分自动控制的车辆恢复手动控制的人在运输相关事件中受伤
XE8SZ,控制双人自行车或类似车辆转向和制动的人在运输相关事件中受伤
XE302,驾驭或试图驾驭动物的人在运输相关事件中受伤
XE5X3,车辆乘员，其他方面未特指
XE3FA,救护车上病人位置的乘员
XE9FE,运送轮椅或电动踏板车的汽车上的轮椅或电动踏板车的乘员
XE9CP,公共汽车上供乘客站立的区域的乘员
XE76V,进入或离开车辆的人在运输相关事件中受伤
XE6LC,进入或离开公共汽车、电车、有轨电车或铁路车辆的人在运输相关事件中受伤
XE7FA,由车辆运送占用用于运输商品或货物空间的人在运输相关事件中受伤
XE4CZ,由车辆运送占用车辆顶部空间的人在运输相关事件中受伤
XE9X1,由车辆运送占用踏脚板的人在运输相关事件中受伤
XE7PL,由车辆运送占用车厢外部看空间抓住车辆的人在运输相关事件中受伤
XE6R5,骑动物者在运输事件中受伤
XE57K,步行者作为陆地运输碰撞中受害者的对方
XE2ZK,使用行人运输工具的人作为陆地运输碰撞中受害者的对方
XE93R,电动踏板车作为陆地运输碰撞中受害者的对方
XE3XF,轮椅作为陆地运输碰撞中受害者的对方
XE1TJ,溜冰鞋作为陆地运输碰撞中受害者的对方
XE5XW,滑雪板作为陆地运输碰撞中受害者的对方
XE4NZ,冲浪式滑雪板作为陆地运输碰撞中受害者的对方
XE5D9,雪橇作为陆地运输碰撞中受害者的对方
XE5H4,滑板作为陆地运输碰撞中受害者的对方
XE9J0,轮滑鞋作为陆地运输碰撞中受害者的对方
XE28X,踏板车作为陆地运输碰撞中受害者的对方
XE5SX,婴儿车作为陆地运输碰撞中受害者的对方
XE1ZX,婴儿车作为陆地运输碰撞中受害者的对方
XE168,折叠式婴儿车作为陆地运输碰撞中受害者的对方
XE2JL,童车作为陆地运输碰撞中受害者的对方
XE5GG,脚踏车挂车或车斗作为陆地运输碰撞中受害者的对方
XE2PY,人力三轮车或脚踏三轮车作为陆地运输碰撞中受害者的对方
XE1SA,电动自行车作为陆地运输碰撞中受害者的对方
XE0V4,助力车作为陆地运输碰撞中受害者的对方
XE4C1,弯梁摩托车作为陆地运输碰撞中受害者的对方
XE9FR,小型摩托车作为陆地运输碰撞中受害者的对方
XE59J,Ag自行车作为陆地运输碰撞中受害者的对方
XE0LP,小汽车作为陆地运输碰撞中受害者的对方
XE0ZR,微型车作为陆地运输碰撞中受害者的对方
XE0T7,小型货车作为陆地运输碰撞中受害者的对方
XE38X,四驱越野车作为陆地运输碰撞中受害者的对方
XE6G7,运动型多用途车作为陆地运输碰撞中受害者的对方
XE3BW,吉普车作为陆地运输碰撞中受害者的对方
XE5LJ,公共汽车或长途汽车作为陆地运输碰撞中受害者的对方
XE0ZL,小型巴士或客车作为陆地运输碰撞中受害者的对方
XE4DB,轻运货车、货车或厢式作业车、救护车、移动居住车作为陆地运输碰撞中受害者的对方
XE0MB,运动和休闲活动中使用的四轮或多轮轻型运输车作为陆地运输碰撞中受害者的对方
XE590,卡车、运货汽车和其他重型货车作为陆地运输碰撞中受害者的对方
XE4Q6,装配拖车的运货汽车作为陆地运输碰撞中受害者的对方
XE45E,装配或未装配半挂拖车的公路牵引车作为陆地运输碰撞中受害者的对方
XE3M3,消防泵车作为陆地运输碰撞中受害者的对方
XE8UX,有轨电车或电车作为陆地运输碰撞中受害者的对方
XE9VV,三轮摩托车作为陆地运输碰撞中受害者的对方
XE9ML,摩托出租车作为陆地运输碰撞中受害者的对方
XE73V,机动三轮车作为陆地运输碰撞中受害者的对方
XE9HZ,自走式农业机械作为陆地运输碰撞中受害者的对方
XE6W7,收割机作为陆地运输碰撞中受害者的对方
XE9GD,农用拖拉机作为陆地运输碰撞中受害者的对方
XE1U3,叉车作为陆地运输碰撞中受害者的对方
XE1YW,专用建筑车辆作为陆地运输碰撞中受害者的对方
XE60L,机动雪橇作为陆地运输碰撞中受害者的对方
XE28S,在陆地或沼泽上行驶的气垫船作为陆地运输碰撞中受害者的对方
XE8AH,在陆地上的水陆两用车作为陆地运输碰撞中受害者的对方
XE9KN,四轮摩托车作为陆地运输碰撞中受害者的对方
XE7A0,无人看管的动物作为陆地运输碰撞中受害者的对方
XE22V,被放牧的动物作为陆地运输碰撞中受害者的对方
XE756,被骑乘的动物作为陆地运输碰撞中受害者的对方
XE6X8,兽力车作为陆地运输碰撞中受害者的对方
XE320,火车作为陆地运输碰撞中受害者的对方
XE1W8,缆车或单轨电车作为陆地运输碰撞中受害者的对方
XE3KY,路边或停车场停放的车辆作为陆地运输碰撞中受害者的对方
XE1RC,小型松散物体作为陆地运输碰撞中受害者的对方
XE9KG,小型或轻型固定物体作为陆地运输碰撞中受害者的对方
XE43C,大型或重型固定物体作为陆地运输碰撞中受害者的对方
XE64P,从马上跌落，无受害者的对方
XE20L,从机动车辆上跌落，无受害者的对方
XE7JA,从摩托车上跌落，无受害者的对方
XE2K7,从脚踏车上跌落，无受害者的对方
XE929,从行人运输工具上跌落，无受害者的对方
